Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2016-01-12,Dinner,830.4,38.1,6.0,12.5,9.3,0.0,1.0,1881.8,38.1,112.6,5.4,6.1,33.1,57.5,30.2,100.0,46.8
2016-01-12,Breakfast,390.8,11.7,2.2,1.9,3.1,0.0,185.0,835.2,144.2,70.0,1.0,11.4,19.1,7.2,0.1,5.0,16.2
2016-01-19,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-01-19,Lunch,301.0,19.7,5.0,0.1,0.0,0.0,15.0,383.4,264.5,13.6,5.1,3.9,8.3,213.8,15.3,20.7,7.0
2016-01-19,Dinner,300.0,14.0,9.0,0.0,5.0,0.0,50.0,130.0,280.0,36.0,0.0,30.0,6.0,8.0,0.0,20.0,0.0
2016-01-20,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-01-20,Snacks,770.6,21.3,11.6,0.7,3.8,0.0,61.5,304.9,429.2,133.0,1.2,74.9,16.4,18.2,29.8,37.6,14.8
2016-01-20,Dinner,364.4,10.7,1.4,6.1,2.0,0.0,16.7,211.7,342.6,53.8,3.6,4.1,14.0,162.3,10.3,4.9,3.8
2016-01-20,Lunch,331.0,6.0,2.0,1.0,2.0,0.0,61.0,338.0,14.0,62.0,0.0,41.0,12.0,0.0,0.0,0.0,0.0
2016-01-21,Breakfast,431.3,14.6,1.2,4.3,8.4,0.0,0.0,3.0,82.5,67.5,0.9,0.2,6.3,0.0,0.0,0.0,3.0
2016-01-21,Snacks,412.3,6.6,2.6,0.0,0.0,0.0,12.0,116.0,14.0,87.2,3.7,58.1,5.5,7.8,0.0,7.8,4.1
2016-01-21,Dinner,616.3,25.7,14.7,0.5,5.1,0.0,87.3,510.3,783.3,88.8,6.6,16.2,25.1,444.6,14.4,61.9,4.5
2016-01-22,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-01-22,Dinner,610.0,9.4,0.1,0.1,0.1,0.0,0.0,2.0,55.0,108.0,0.6,0.1,19.2,0.0,0.0,0.0,2.0
2016-01-23,Snacks,220.0,15.0,9.0,0.0,0.0,0.5,80.0,45.0,0.0,18.0,0.0,17.0,4.0,10.0,0.0,10.0,0.0
2016-01-23,Dinner,1197.6,58.6,15.2,0.2,0.0,0.0,400.0,1124.2,79.6,78.8,2.0,27.2,87.0,8.0,12.0,5.2,37.4
2016-01-23,Lunch,1080.0,54.0,18.0,0.0,0.0,0.0,135.0,2221.4,0.0,103.0,3.0,37.0,51.0,45.0,12.0,105.0,30.0
2016-01-24,Breakfast,188.0,14.0,2.0,1.2,2.9,0.0,382.0,94.0,0.0,0.4,0.0,0.4,12.9,7.0,0.0,3.0,5.0
2016-01-25,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-01-25,Lunch,100.0,2.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0
2016-01-25,Dinner,174.7,6.1,3.7,0.3,1.5,0.0,15.3,333.0,41.5,25.9,1.0,0.1,3.6,3.5,0.0,0.8,8.7
2016-01-25,Snacks,550.0,0.0,0.0,0.0,0.0,0.0,0.0,128.3,0.0,154.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0
2016-01-26,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-01-26,Lunch,1431.6,48.7,7.5,10.6,27.8,0.1,181.9,1979.8,2134.6,157.3,15.9,48.3,97.7,77.8,386.6,77.8,47.9
2016-01-27,Breakfast,330.0,27.5,3.5,1.0,0.0,0.0,0.0,360.0,190.0,44.0,4.0,12.0,21.0,0.0,0.0,0.0,12.0
2016-01-27,Dinner,637.5,21.6,12.2,0.2,0.2,0.0,0.0,2583.0,82.5,91.5,3.9,6.2,9.3,0.0,0.0,3.0,3.0
2016-01-27,Lunch,150.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,41.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
2016-01-29,Dinner,1110.0,60.0,21.0,0.0,0.0,0.0,105.0,2730.0,0.0,108.0,6.0,9.0,48.0,0.0,0.0,0.0,0.0
2016-01-29,Lunch,65.0,2.8,1.3,0.0,0.0,0.0,2.5,30.0,0.0,2.5,1.5,0.0,3.3,4.0,3.0,8.0,3.0
2016-01-29,Breakfast,568.5,23.8,8.7,0.9,3.0,0.0,210.5,1213.0,441.0,78.1,1.8,24.6,27.2,25.2,5.8,36.0,33.9
2016-01-30,Lunch,1814.1,93.3,14.7,0.0,0.0,0.6,280.5,2536.5,0.0,206.4,5.8,83.7,47.6,35.0,35.7,29.4,18.9
2016-01-30,Dinner,740.0,40.0,14.0,0.0,0.0,0.0,70.0,1820.0,0.0,72.0,4.0,6.0,32.0,0.0,0.0,0.0,0.0
2016-01-30,Breakfast,124.0,11.0,1.0,0.6,1.5,0.0,191.0,47.0,0.0,12.2,0.0,4.2,14.5,3.5,0.0,1.5,2.5
2016-02-01,Dinner,685.2,25.3,8.0,3.2,9.7,1.1,144.9,525.8,947.8,59.4,5.4,6.4,54.0,15.6,35.6,15.0,43.6
2016-02-01,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-02-01,Snacks,271.0,5.9,2.5,1.1,1.2,0.0,9.8,450.0,233.0,44.7,5.0,18.2,9.0,14.6,10.4,32.3,29.2
2016-02-02,Snacks,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-03,Dinner,493.9,24.8,9.9,0.1,1.0,0.0,40.2,837.2,1.1,54.0,0.0,36.0,12.0,2.4,0.0,0.1,0.0
2016-05-03,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
2016-05-03,Snacks,120.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,28.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0
2016-05-03,Lunch,890.1,40.1,10.7,6.6,3.3,0.0,106.5,1386.4,406.6,91.4,12.7,18.7,59.2,33.4,122.6,16.4,44.1
2016-05-04,Lunch,460.1,20.1,7.7,3.6,1.3,0.0,51.5,461.4,46.6,39.9,10.2,7.7,30.7,32.4,22.6,16.4,24.1
2016-05-04,Dinner,70.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,12.0,4.0,6.0,2.0,30.0,50.0,4.0,4.0
2016-05-04,Snacks,153.5,1.5,0.8,0.1,0.0,0.0,42.5,112.9,311.9,21.0,1.4,14.5,16.4,81.7,22.7,58.5,2.9
2016-05-04,Breakfast,245.0,14.0,1.5,1.5,1.0,0.0,27.5,462.5,180.0,37.8,1.3,9.5,22.3,0.5,50.0,0.0,10.0
2016-08-02,Snacks,470.0,12.5,9.0,0.0,0.0,0.0,25.0,152.5,195.0,84.0,0.0,48.0,6.5,10.0,10.0,21.0,2.0
2016-08-02,Lunch,232.7,7.2,1.1,0.1,0.1,0.0,40.0,350.8,27.7,26.3,0.3,0.0,14.1,0.0,0.0,0.8,5.3
2016-08-02,Dinner,750.0,41.0,12.0,0.0,0.0,0.0,140.0,2120.0,0.0,58.0,4.0,2.0,38.0,2.0,0.0,4.0,10.0
2016-08-02,Breakfast,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
